MagCAPShock,IF_thresh_r,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.84,0.02,51.0,1.0,1.0,195.64352756605433,569.513808169813,-0.84
-0.83,0.02,51.0,1.0,1.0,195.84258813419427,563.9541539404745,-0.83
-0.82,0.02,51.0,1.0,1.0,196.04165543520122,558.2261317341248,-0.82
-0.81,0.02,51.0,1.0,1.0,196.24543241928305,552.2019973296102,-0.81
-0.8,0.02,51.0,1.0,1.0,196.3667899902924,546.3061654379824,-0.8
-0.79,0.02,51.0,1.0,1.0,196.33853797094565,539.5446032219327,-0.79
-0.78,0.02,51.0,1.0,1.0,196.30693178671186,531.4406398386396,-0.78
-0.77,0.02,51.0,1.0,1.0,196.2553803521535,526.8677758086297,-0.77
-0.76,0.02,51.0,1.0,1.0,196.16332985886777,533.9791353986424,-0.76
-0.75,0.02,51.0,1.0,1.0,196.3462128386322,542.181606717314,-0.75
-0.74,0.02,51.0,1.0,1.0,196.51078531923972,549.0926732994667,-0.74
-0.73,0.02,51.0,1.0,1.0,196.36964194604846,555.8148831224454,-0.73
-0.72,0.02,51.0,1.0,1.0,196.6218120019956,562.5644644927849,-0.72
-0.71,0.02,51.0,1.0,1.0,196.816421840325,568.9001581060963,-0.71
-0.7,0.02,51.0,1.0,1.0,196.91515381159743,581.5947923693329,-0.7
-0.69,0.02,51.0,1.0,1.0,196.8930927962495,590.7487580450836,-0.69
-0.68,0.02,51.0,1.0,1.0,196.94454130226566,591.8031649700769,-0.68
-0.67,0.02,51.0,1.0,1.0,196.94213804172867,588.9173015265264,-0.67
-0.66,0.02,51.0,1.0,1.0,196.95760293543646,592.5606349500998,-0.66
-0.65,0.02,51.0,1.0,1.0,197.09609731645259,596.2286405382938,-0.65
-0.64,0.02,51.0,1.0,1.0,197.26012227810492,594.9326779951056,-0.64
-0.63,0.02,51.0,1.0,1.0,197.4111043447072,592.4609739233973,-0.63
-0.62,0.02,51.0,1.0,1.0,197.58543206018436,588.9787532978746,-0.62
-0.61,0.02,51.0,1.0,1.0,197.60841132837172,584.6534521652163,-0.61
-0.6,0.02,51.0,1.0,1.0,197.64365013558896,579.6864404990673,-0.6
-0.59,0.02,51.0,1.0,1.0,197.67501949061494,574.286689085594,-0.59
-0.58,0.02,51.0,1.0,1.0,197.7146764615043,571.1856325531433,-0.58
-0.57,0.02,51.0,1.0,1.0,197.77517299273492,568.9193145666882,-0.57
-0.56,0.02,51.0,1.0,1.0,197.82301456823689,566.6922531707907,-0.56
-0.55,0.02,51.0,1.0,1.0,197.87759850460117,564.5742285017224,-0.55
-0.54,0.02,51.0,1.0,1.0,197.9391558994013,562.6160071418491,-0.54
-0.53,0.02,51.0,1.0,1.0,197.98830914781786,560.8520151306047,-0.53
-0.52,0.02,51.0,1.0,1.0,198.03410674925829,559.3031893843739,-0.52
-0.51,0.02,51.0,1.0,1.0,198.08416269797866,557.9796960952299,-0.51
-0.5,0.02,51.0,1.0,1.0,198.13970689287072,556.8833739461793,-0.5
-0.49,0.02,51.0,1.0,1.0,198.18338954721386,556.0098137535158,-0.49
-0.48,0.02,51.0,1.0,1.0,198.22339162619417,555.3500312683359,-0.48
-0.47,0.02,51.0,1.0,1.0,198.26212454699248,554.8917636557021,-0.47
-0.46,0.02,51.0,1.0,1.0,198.29941056351814,554.6205010937745,-0.46
-0.45,0.02,51.0,1.0,1.0,198.33322168481104,554.161171491676,-0.45
-0.44,0.02,51.0,1.0,1.0,198.36111857552223,554.1216013941869,-0.44
-0.43,0.02,51.0,1.0,1.0,198.39194238971498,555.0213926342911,-0.43
-0.42,0.02,51.0,1.0,1.0,198.4229479781709,555.9218793325276,-0.42
-0.41,0.02,51.0,1.0,1.0,198.45238510813988,556.8233700815166,-0.41
-0.4,0.02,51.0,1.0,1.0,198.47252222705558,557.7260440375759,-0.4
-0.39,0.02,51.0,1.0,1.0,198.49868166356038,558.6299637774291,-0.39
-0.38,0.02,51.0,1.0,1.0,198.5286159920823,559.5350869379877,-0.38
-0.37,0.02,51.0,1.0,1.0,198.56049935375012,560.4412763879525,-0.37
-0.36,0.02,51.0,1.0,1.0,198.59175648917892,561.3483088309222,-0.36
-0.35,0.02,51.0,1.0,1.0,198.6219518395443,562.2558818518049,-0.35
-0.34,0.02,51.0,1.0,1.0,198.65294465642674,563.1636194996368,-0.34
-0.33,0.02,51.0,1.0,1.0,198.67365817829264,564.0710765559801,-0.33
-0.32,0.02,51.0,1.0,1.0,198.69864405565875,564.9777416729662,-0.32
-0.31,0.02,51.0,1.0,1.0,198.7289651989806,565.8830395840741,-0.31
-0.3,0.02,51.0,1.0,1.0,198.76151671894317,566.7863325979462,-0.3
-0.29,0.02,51.0,1.0,1.0,198.79353253539486,567.6869215839508,-0.29
-0.28,0.02,51.0,1.0,1.0,198.82425918159464,568.5840466491344,-0.28
-0.27,0.02,51.0,1.0,1.0,198.85088138183315,569.476887694829,-0.27
-0.26,0.02,51.0,1.0,1.0,198.8736709578099,570.3645650257374,-0.26
-0.25,0.02,51.0,1.0,1.0,198.90452034829457,571.2461401678734,-0.25
-0.24,0.02,51.0,1.0,1.0,198.93850730107098,572.1206170349055,-0.24
-0.23,0.02,51.0,1.0,1.0,198.9721413566272,572.9869435643105,-0.23
-0.22,0.02,51.0,1.0,1.0,199.00495486328285,573.8440139273353,-0.22
-0.21,0.02,51.0,1.0,1.0,199.0308707076727,574.6906713992728,-0.21
-0.2,0.02,51.0,1.0,1.0,199.05702553940233,575.5257119576078,-0.2
-0.19,0.02,51.0,1.0,1.0,199.0910681096714,576.3478886583076,-0.19
-0.18,0.02,51.0,1.0,1.0,199.12624912786677,577.1559168216766,-0.18
-0.17,0.02,51.0,1.0,1.0,199.16230255023632,577.9484800393748,-0.17
-0.16,0.02,51.0,1.0,1.0,199.1996002280961,578.7242369964894,-0.16
-0.15,0.02,51.0,1.0,1.0,200.62143022550183,601.6997025442158,-0.15
-0.14,0.02,51.0,1.0,1.0,203.37500243889176,523.0835188389102,-0.14
-0.13,0.02,51.0,1.0,1.0,204.89474539443208,526.8980583540724,-0.13
-0.12,0.02,51.0,1.0,1.0,205.83652031716628,546.4321073522162,-0.12
-0.11,0.02,51.0,1.0,1.0,206.9002611806251,566.2533214069858,-0.11
-0.1,0.02,51.0,1.0,1.0,209.23027693995442,530.4134863053969,-0.1
-0.09,0.02,51.0,1.0,1.0,210.4970339959578,546.0457348256585,-0.09
-0.08,0.02,51.0,1.0,1.0,211.242372981844,547.1152609480692,-0.08
-0.07,0.02,51.0,1.0,1.0,212.6065444851138,568.9575463209716,-0.07
-0.06,0.02,51.0,1.0,1.0,213.90856308417722,524.8123081732833,-0.06
-0.05,0.02,51.0,1.0,1.0,215.05777678144347,584.024094548973,-0.05
-0.04,0.02,51.0,1.0,1.0,218.04580622270691,535.9888490739924,-0.04
-0.03,0.02,51.0,1.0,1.0,218.3711121055184,521.7747378159319,-0.03
-0.02,0.02,51.0,1.0,1.0,219.8686164270044,574.5440634450797,-0.02
-0.01,0.02,51.0,1.0,1.0,221.97491991651012,553.2620120409492,-0.01
0.0,0.02,51.0,1.0,1.0,222.6170676549373,518.0084593738611,0.0
-1.0,0.04,51.0,1.0,1.0,194.6724010330816,556.817162514364,-1.0
-0.99,0.04,51.0,1.0,1.0,194.56743357743346,569.5476616107338,-0.99
-0.98,0.04,51.0,1.0,1.0,194.90326473554506,570.9717135542595,-0.98
-0.97,0.04,51.0,1.0,1.0,195.29790829713684,569.0582513527772,-0.97
-0.96,0.04,51.0,1.0,1.0,195.25592052844016,571.324498526665,-0.96
-0.95,0.04,51.0,1.0,1.0,195.30488332013468,574.3254706146174,-0.95
-0.94,0.04,51.0,1.0,1.0,195.24880264020553,574.8608433697212,-0.94
-0.93,0.04,51.0,1.0,1.0,195.21604637457503,573.5297707431072,-0.93
-0.92,0.04,51.0,1.0,1.0,195.18779114735912,572.1605427027855,-0.92
-0.91,0.04,51.0,1.0,1.0,195.16526652475122,570.7631003203742,-0.91
-0.9,0.04,51.0,1.0,1.0,195.19012031102912,569.377182222529,-0.9
-0.89,0.04,51.0,1.0,1.0,195.3246481776933,568.0990949850535,-0.89
-0.88,0.04,51.0,1.0,1.0,195.45267308540932,567.1107756911281,-0.88
-0.87,0.04,51.0,1.0,1.0,195.5558369752238,566.6823268682127,-0.87
-0.86,0.04,51.0,1.0,1.0,195.6228022734727,567.1036123911467,-0.86
-0.85,0.04,51.0,1.0,1.0,195.64454479069767,568.5465981175571,-0.85
-0.84,0.04,51.0,1.0,1.0,195.64117201991124,570.2093989526492,-0.84
-0.83,0.04,51.0,1.0,1.0,195.84071545594972,564.607742403976,-0.83
-0.82,0.04,51.0,1.0,1.0,196.0403310229359,558.8100788595493,-0.82
-0.81,0.04,51.0,1.0,1.0,196.244747782829,552.7192166011516,-0.81
-0.8,0.04,51.0,1.0,1.0,196.36670230466027,546.5571692474143,-0.8
-0.79,0.04,51.0,1.0,1.0,196.33783232377309,539.5414361102326,-0.79
-0.78,0.04,51.0,1.0,1.0,196.30530889228447,531.2891380726527,-0.78
-0.77,0.04,51.0,1.0,1.0,196.2511885451603,526.9049371242215,-0.77
-0.76,0.04,51.0,1.0,1.0,196.14569736227412,534.0188186168804,-0.76
-0.75,0.04,51.0,1.0,1.0,196.3642735940394,542.1219050205854,-0.75
-0.74,0.04,51.0,1.0,1.0,196.4920738485361,549.27152781234,-0.74
-0.73,0.04,51.0,1.0,1.0,196.430128631152,556.3977483775566,-0.73
-0.72,0.04,51.0,1.0,1.0,196.56549982295275,563.4921127596136,-0.72
-0.71,0.04,51.0,1.0,1.0,196.71886778695054,571.8349073579545,-0.71
-0.7,0.04,51.0,1.0,1.0,196.81291879217804,584.4858537303519,-0.7
-0.69,0.04,51.0,1.0,1.0,196.9199168709812,592.664298410773,-0.69
-0.68,0.04,51.0,1.0,1.0,196.9026068691808,589.4950095036426,-0.68
-0.67,0.04,51.0,1.0,1.0,196.95797568112638,589.9522609426866,-0.67
-0.66,0.04,51.0,1.0,1.0,197.0569572437737,593.8420418492615,-0.66
-0.65,0.04,51.0,1.0,1.0,197.15487224775188,595.8117964996393,-0.65
-0.64,0.04,51.0,1.0,1.0,197.305669546639,593.8300118865075,-0.64
-0.63,0.04,51.0,1.0,1.0,197.43147899416005,590.635172665081,-0.63
-0.62,0.04,51.0,1.0,1.0,197.57452160001594,586.3926147541981,-0.62
-0.61,0.04,51.0,1.0,1.0,197.61560554820096,581.3216782717483,-0.61
-0.6,0.04,51.0,1.0,1.0,197.64503399020373,575.6639654047178,-0.6
-0.59,0.04,51.0,1.0,1.0,197.68227978884192,571.3252892657295,-0.59
-0.58,0.04,51.0,1.0,1.0,197.74279306513765,568.905012127558,-0.58
-0.57,0.04,51.0,1.0,1.0,197.7905619613606,566.5130497211496,-0.57
-0.56,0.04,51.0,1.0,1.0,197.8474271729505,564.2367492187891,-0.56
-0.55,0.04,51.0,1.0,1.0,197.90782215414316,562.13873655141,-0.55
-0.54,0.04,51.0,1.0,1.0,197.9567295298264,560.2605189402624,-0.54
-0.53,0.04,51.0,1.0,1.0,198.0029899358337,558.6263769447727,-0.53
-0.52,0.04,51.0,1.0,1.0,198.05519021213982,557.2470239196577,-0.52
-0.51,0.04,51.0,1.0,1.0,198.1096660314368,556.122832927773,-0.51
-0.5,0.04,51.0,1.0,1.0,198.1499971566309,555.2465536539304,-0.5
-0.49,0.04,51.0,1.0,1.0,198.18941493973182,554.6055069452672,-0.49
-0.48,0.04,51.0,1.0,1.0,198.22717571875992,554.1833095320511,-0.48
-0.47,0.04,51.0,1.0,1.0,198.26333563006742,553.9612309360859,-0.47
-0.46,0.04,51.0,1.0,1.0,198.29816072193375,553.9192987196799,-0.46
-0.45,0.04,51.0,1.0,1.0,198.32964929154997,553.6684602427097,-0.45
-0.44,0.04,51.0,1.0,1.0,198.3568635808103,553.6968518420139,-0.44
-0.43,0.04,51.0,1.0,1.0,198.38758546366967,554.6368049053411,-0.43
-0.42,0.04,51.0,1.0,1.0,198.41875693817974,555.5764786999704,-0.42
-0.41,0.04,51.0,1.0,1.0,198.4454891317217,556.515973879629,-0.41
-0.4,0.04,51.0,1.0,1.0,198.46695810460136,557.455303983558,-0.4
-0.39,0.04,51.0,1.0,1.0,198.4938053723867,558.3944041371919,-0.39
-0.38,0.04,51.0,1.0,1.0,198.52425491284706,559.333138501777,-0.38
-0.37,0.04,51.0,1.0,1.0,198.55597739470375,560.2713063311888,-0.37
-0.36,0.04,51.0,1.0,1.0,198.5871034964676,561.2086466247514,-0.36
-0.35,0.04,51.0,1.0,1.0,198.61714732652302,562.1448414538095,-0.35
-0.34,0.04,51.0,1.0,1.0,198.64879911468782,563.0795181012476,-0.34
-0.33,0.04,51.0,1.0,1.0,198.66737893620476,564.0122501891365,-0.33
-0.32,0.04,51.0,1.0,1.0,198.69340240281252,564.9425579901308,-0.32
-0.31,0.04,51.0,1.0,1.0,198.72441453282693,565.8699081248581,-0.31
-0.3,0.04,51.0,1.0,1.0,198.75681671442447,566.7937128451036,-0.3
-0.29,0.04,51.0,1.0,1.0,198.78852758259725,567.7133290950604,-0.29
-0.28,0.04,51.0,1.0,1.0,198.81921250311282,568.6280575292546,-0.28
-0.27,0.04,51.0,1.0,1.0,198.84337250240287,569.5371416529197,-0.27
-0.26,0.04,51.0,1.0,1.0,198.86797008187506,570.4397672333544,-0.26
-0.25,0.04,51.0,1.0,1.0,198.8997256735029,571.3350621150566,-0.25
-0.24,0.04,51.0,1.0,1.0,198.93359867513172,572.2220965558682,-0.24
-0.23,0.04,51.0,1.0,1.0,198.96696228915863,573.0998841835957,-0.23
-0.22,0.04,51.0,1.0,1.0,198.99981995524763,573.9673836581733,-0.22
-0.21,0.04,51.0,1.0,1.0,199.0233056130092,574.8235011070783,-0.21
-0.2,0.04,51.0,1.0,1.0,199.05125876813906,575.6670933861662,-0.2
-0.19,0.04,51.0,1.0,1.0,199.08588627716404,576.4969722016662,-0.19
-0.18,0.04,51.0,1.0,1.0,199.12104859148337,577.3119091111009,-0.18
-0.17,0.04,51.0,1.0,1.0,199.15705835722673,578.1106414048287,-0.17
-0.16,0.04,51.0,1.0,1.0,199.19458930034426,578.8918788507071,-0.16
-0.15,0.04,51.0,1.0,1.0,200.61589318402454,601.9253678853179,-0.15
-0.14,0.04,51.0,1.0,1.0,203.38674160716803,522.336144428722,-0.14
-0.13,0.04,51.0,1.0,1.0,204.89409444212495,526.8329385575142,-0.13
-0.12,0.04,51.0,1.0,1.0,205.8082697445138,549.1098024995665,-0.12
-0.11,0.04,51.0,1.0,1.0,206.88700663129083,566.4367479043119,-0.11
-0.1,0.04,51.0,1.0,1.0,209.2312778010518,532.2375754334705,-0.1
-0.09,0.04,51.0,1.0,1.0,210.49655175446395,545.0074659625782,-0.09
-0.08,0.04,51.0,1.0,1.0,211.2641223551584,547.9183735941524,-0.08
-0.07,0.04,51.0,1.0,1.0,212.6232901768543,568.5400158143088,-0.07
-0.06,0.04,51.0,1.0,1.0,213.8857428775908,525.1467939535861,-0.06
-0.05,0.04,51.0,1.0,1.0,215.1110136528053,584.7372180489821,-0.05
-0.04,0.04,51.0,1.0,1.0,216.76147265215914,542.37193201803,-0.04
-0.03,0.04,51.0,1.0,1.0,218.37921635205294,521.6447393880701,-0.03
-0.02,0.04,51.0,1.0,1.0,219.86486415692693,574.7492920156225,-0.02
-0.01,0.04,51.0,1.0,1.0,222.14345186821865,550.9751695243685,-0.01
0.0,0.04,51.0,1.0,1.0,222.61459992809807,518.0292539953147,0.0
-1.0,0.06,51.0,1.0,1.0,194.6724010330816,557.257308277863,-1.0
-0.99,0.06,51.0,1.0,1.0,194.56743357743346,570.1074598367219,-0.99
-0.98,0.06,51.0,1.0,1.0,194.93129277064597,570.5907754724565,-0.98
-0.97,0.06,51.0,1.0,1.0,195.284026123017,569.7207244824839,-0.97
-0.96,0.06,51.0,1.0,1.0,195.29689505909263,572.1002782534013,-0.96
-0.95,0.06,51.0,1.0,1.0,195.30108538174755,574.9334083889114,-0.95
-0.94,0.06,51.0,1.0,1.0,195.24324897044613,575.5946488239658,-0.94
-0.93,0.06,51.0,1.0,1.0,195.20957990049843,574.3087289241673,-0.93
-0.92,0.06,51.0,1.0,1.0,195.18031967607092,572.9957398993408,-0.92
-0.91,0.06,51.0,1.0,1.0,195.15681164170482,571.6591150365246,-0.91
-0.9,0.06,51.0,1.0,1.0,195.17695369456644,570.319332211072,-0.9
-0.89,0.06,51.0,1.0,1.0,195.3105625716476,569.032553425006,-0.89
-0.88,0.06,51.0,1.0,1.0,195.4425104212633,567.9178250776267,-0.88
-0.87,0.06,51.0,1.0,1.0,195.55567687916763,567.1823279111674,-0.87
-0.86,0.06,51.0,1.0,1.0,195.63905917497948,567.1128534181544,-0.86
-0.85,0.06,51.0,1.0,1.0,195.68044582525474,567.9925665640301,-0.85
-0.84,0.06,51.0,1.0,1.0,195.6709350034048,569.9520707325335,-0.84
-0.83,0.06,51.0,1.0,1.0,195.8384673986921,565.4145879482128,-0.83
-0.82,0.06,51.0,1.0,1.0,196.03890861990078,559.5167110777709,-0.82
-0.81,0.06,51.0,1.0,1.0,196.24429067397242,553.2728267889041,-0.81
-0.8,0.06,51.0,1.0,1.0,196.36617264660862,546.7446188575947,-0.8
-0.79,0.06,51.0,1.0,1.0,196.3364268701551,539.2250684315644,-0.79
-0.78,0.06,51.0,1.0,1.0,196.30246128119396,530.4979855278849,-0.78
-0.77,0.06,51.0,1.0,1.0,196.24411846565752,526.7574009534826,-0.77
-0.76,0.06,51.0,1.0,1.0,196.13846978907708,534.113703248025,-0.76
-0.75,0.06,51.0,1.0,1.0,196.39310358713726,542.1482634980556,-0.75
-0.74,0.06,51.0,1.0,1.0,196.44730209770444,549.6806417897483,-0.74
-0.73,0.06,51.0,1.0,1.0,196.5780952624976,557.334293170662,-0.73
-0.72,0.06,51.0,1.0,1.0,196.62012019954528,564.8255949628564,-0.72
